url_original,titulo,url_afiliado
https://www.mercadolivre.com.br/vinil-cassia-eller-dez-de-dezembro-azul-perolado-cassia-standard/p/MLB63601607,Vinil Cássia Eller - Dez De Dezembro (azul Perolado) Cássia Standard,https://meli.la/1Uz2J5e
https://www.mercadolivre.com.br/vinil-jimin-bts-face-importado-bts-verso-do-album-standard/p/MLB38069840,Vinil Jimin (bts) - Face - Importado Bts Versão Do Álbum Standard,https://meli.la/2Y2RYFa
https://www.mercadolivre.com.br/vinil-jo-lobos-vinil-preto-marmorizado-jo/p/MLB36256904,Vinil Jão - Lobos (vinil Preto Marmorizado) Jão,https://meli.la/22syfc8
https://www.mercadolivre.com.br/vinil-billie-eilish-ocean-eyes-7-etched-translucent-tur-standard/p/MLB66352248,Vinil Billie Eilish - Ocean Eyes 7 Etched Translucent Tur Standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-vinicius-toquinho-1975-vinil-fum-transparente-mpb/p/MLB62900612,Vinil Vinicius & Toquinho (1975) - Vinil Fumê Transparente MPB,https://meli.la/1a93xgY
https://www.mercadolivre.com.br/vinil-simone-pedacos-lp-creme-opaco-1979-classico-mpb/p/MLB39332323,Vinil Simone - Pedaços LP Creme Opaco 1979 Clássico MPB,https://meli.la/1W6hx8m
https://www.mercadolivre.com.br/taylor-swift-midnights-blood-moon-lp-vinil-gatefold-lacrado/p/MLB24564966,Taylor Swift Midnights Blood Moon Lp Vinil Gatefold Lacrado,https://meli.la/2AYZnvY
https://www.mercadolivre.com.br/vinil-cassia-eller-o-marginal-lp-cassia-eller-standard/p/MLB56141137,Vinil Cássia Eller - O Marginal (lp) Cássia Eller Standard,https://meli.la/1j7SQCP
https://www.mercadolivre.com.br/lp-gal-costa-agua-viva-2022-mpb-universal-music-vinil/p/MLB22981150,LP Gal Costa Água Viva 2022 MPB Universal Music Vinil,https://meli.la/1w7CeKQ
https://www.mercadolivre.com.br/vinil-sabrina-carpenter-tears-7-single-importado-sab-standard/p/MLB66688146,Vinil Sabrina Carpenter - Tears (7 / Single) - Importado Sab Standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-demi-lovato-its-not-that-deep-alt-cover-lp-with-po-standard/p/MLB73553030,Vinil Demi Lovato - It's Not That Deep alt Cover Lp With Po Standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/elis-regina-vinil-elis-regina-elis-1972-edico-2021-nov/p/MLB23832939,Elis Regina Vinil Elis Regina - Elis 1972 edição 2021 - Nov,https://meli.la/1fFkP4V
https://www.mercadolivre.com.br/vinil-vinicius-toquinho-1974-verde-translucido-sambas-e-mpb/p/MLB62097593,Vinil Vinicius & Toquinho 1974 Verde Translúcido Sambas e MPB,https://meli.la/1qk3Fqi
https://www.mercadolivre.com.br/vinil-cazuza-o-tempo-no-para-o-show-completo-2lp-branc-verso-do-album-standard/p/MLB41606908,Vinil Cazuza - O Tempo Não Para - O Show Completo 2lp Branc Versão Do Álbum Standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/-vinil-sandy-nos-voz-eles-i-e-ii-2lp-edico-limitada-vinil-duplo-verso-standard/p/MLB44705491,"- Vinil Sandy - Nós, Voz, Eles I e II (2LP Edição Limitada)- vinil duplo versão standard",https://meli.la/1fVUk9y
https://www.mercadolivre.com.br/justin-bieber-vinil-duplo-justin-bieber-justice-verso-s/p/MLB22792185,Justin Bieber Vinil Duplo Justin Bieber - Justice - Versão S,https://meli.la/2LkScKf
https://www.mercadolivre.com.br/vinil-quinteto-violado-berra-boi-1973-para-colecionadores/p/MLB67934375,Vinil Quinteto Violado - Berra Boi (1973) para Colecionadores,https://meli.la/211FMdV
https://www.mercadolivre.com.br/vinil-calum-scott-avenoir-standard-signed-card-impor-standard/p/MLB64933663,Vinil Calum Scott - Avenoir (standard) + Signed Card - Impor Standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-rolling-stones-black-and-blue-2lpcolour-importa-standard/p/MLB66443965,Vinil Rolling Stones - Black And Blue (2lp/colour) - Importa Standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/taylor-swift-3x-lp-speak-now-taylors-version-vinil-orchid/p/MLB24742466,Taylor Swift 3x Lp Speak Now (taylor's Version) Vinil Orchid,https://meli.la/2otJ1Cy
https://www.mercadolivre.com.br/lp-gilberto-gil-1971-lacrado/p/MLB27779244,Lp Gilberto Gil - 1971 - Lacrado,https://meli.la/1f3dN3Z
https://www.mercadolivre.com.br/vinil-frank-zappa-bongo-fury-50th-anniversary-lp-exclus-standard/p/MLB74738495,Vinil Frank Zappa - Bongo Fury 50th Anniversary / Lp Exclus Standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/-vinil-black-sabbath-mob-rules-2lp-remastered-and-expanded-edition-importado-vinil-duplo-verso-standard/p/MLB55765798,- Vinil Black Sabbath - Mob Rules (2LP Remastered and Expanded Edition) - Importado- vinil duplo versão standard,https://meli.la/2R4qPTQ
https://www.mercadolivre.com.br/vinil-katy-perry-143-purple-deluxe-edico-limitada-exclusivo/p/MLB45382521,Vinil Katy Perry 143 Purple Deluxe Edição Limitada Exclusivo,https://meli.la/2yByCM6
https://www.mercadolivre.com.br/vinil-ella-fitzgerald-the-moment-of-truth-ella-at-the-coliseum-importado/p/MLB50709199,Vinil Ella Fitzgerald The Moment Of Truth Ella At The Coliseum Importado,https://meli.la/2VEJftr
https://www.mercadolivre.com.br/vinil-sandy-sim-lp-edico-limitada-sandy-verso-do-album-standard/p/MLB44725468,Vinil Sandy - Sim (lp Edição Limitada) Sandy Versão Do Álbum Standard,https://meli.la/2j7JgdA
https://www.mercadolivre.com.br/vinil-bon-jovi-legendary-edico-limitada-clear-single-7-rock/p/MLB41603334,Vinil Bon Jovi Legendary Edição Limitada Clear Single 7 Rock,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/lp-elza-soares-elza-pede-passagem-180-gramas/p/MLB22303579,Lp Elza Soares - Elza Pede Passagem 180 Gramas,https://meli.la/2Ffj1KS
https://www.mercadolivre.com.br/vinil-katy-perry-womans-world-lp-7-orange-importado-verso-do-album-standard/p/MLB44073214,Vinil Katy Perry - Woman´s World (lp 7 Orange) - Importado Versão Do Álbum Standard,https://meli.la/1VYT3sw
https://www.mercadolivre.com.br/vinil-creedence-clearwater-revival-mardi-gras-lp-remastered-gold-vinyl/p/MLB50465438,Vinil Creedence Clearwater Revival Mardi Gras LP Remastered Gold Vinyl,https://meli.la/1N6GB2X
https://www.mercadolivre.com.br/vinil-paul-mccartney-mccartney-iii-2020-pop-fisico-11-cancoes/p/MLB22974362,Vinil Paul McCartney - McCartney III 2020 Pop Físico 11 Canções,https://meli.la/1RwJ4k2
https://www.mercadolivre.com.br/vinil-emerson-lake-palmer-pictures-at-an-exhibition-lp-importado/p/MLB49145056,"Vinil Emerson, Lake & Palmer - Pictures At An Exhibition LP Importado",https://meli.la/2YELFVB
https://www.mercadolivre.com.br/vinil-u2-how-to-dismantle-an-atomic-bomb-20th-anniversary-remasterizado/p/MLB45079644,Vinil U2 How To Dismantle An Atomic Bomb 20th Anniversary (Remasterizado),⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-charlie-watts-the-charlie-watts-orchestra-live-at-f-standard/p/MLB61980589,Vinil Charlie Watts - The Charlie Watts Orchestra Live At F Standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-marina-lima-proxima-parada-lp-azul-translucido-esfumacado/p/MLB61864882,Vinil Marina Lima Próxima Parada LP Azul Translúcido Esfumaçado,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-john-lennon-e-yoko-power-to-the-people-set-com-4-lps-importados-e-faixas-ineditas/p/MLB62189236,Vinil John Lennon e Yoko Power To The People – Set com 4 LPs Importados e Faixas Inéditas,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-lola-young-conceited-7-single-importado-lola-yo-verso-do-album-standard/p/MLB49120150,Vinil Lola Young - Conceited (7 Single) - Importado Lola Yo Versão Do Álbum Standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-imagine-dragons-reflections-from-the-vault-of-smoke-mirrors/p/MLB51007261,Vinil Imagine Dragons Reflections from the Vault of Smoke + Mirrors,https://meli.la/1iDYrLX
https://www.mercadolivre.com.br/vinil-selena-gomez-sunset-blvd-7-single-importado-sel-verso-do-album-standard/p/MLB55747154,Vinil Selena Gomez - Sunset Blvd (7 Single) - Importado Sel Versão Do Álbum Standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-trilha-sonora-marvel-black-panther-wakanda-forever-disney-2lp/p/MLB27740642,Vinil Trilha Sonora Marvel Black Panther Wakanda Forever Disney 2LP,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-duplo-orchestral-manoeuvres-in-the-dark-dazzle-ships-2lp-colour-vinyl/p/MLB44023998,Vinil Duplo Orchestral Manoeuvres In The Dark Dazzle Ships 2LP Colour Vinyl,https://meli.la/27YfPDc
https://www.mercadolivre.com.br/vinil-sebastian-yatra-fantasia-importado-album-fisico/p/MLB44705092,Vinil Sebastian Yatra - Fantasia Importado: Álbum Físico,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-shawn-mendes-heart-of-gold-the-mountain-7-single-importado/p/MLB50509219,Vinil Shawn Mendes Heart Of Gold / The Mountain 7 Single Importado,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-stereophonics-rosa-translucido-album-make-em-laugh-limited-180g/p/MLB51065791,Vinil Stereophonics Rosa Translúcido Álbum Make 'em Laugh Limited 180g,https://meli.la/2E9VHPJ
https://www.mercadolivre.com.br/vinil-machine-gun-kelly-lost-americana-exclusivo-capa-alternativa-importado/p/MLB62104257,Vinil Machine Gun Kelly Lost Americana Exclusivo Capa Alternativa Importado,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/-vinil-morat-si-ayer-fuera-hoy-2lp-picture-disc-importado-vinil-duplo-verso-standard/p/MLB61979560,- Vinil Morat - Si Ayer Fuera Hoy (2LP Picture Disc) - Importado- vinil duplo versão standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/smithkotzen-vinil-black-lightwhite-noise-lp-rock-importado/p/MLB57445663,Smith/Kotzen Vinil Black Light/White Noise LP Rock Importado,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-creedence-clearwater-revival-bayou-country-lp-remastered-2025-laranja/p/MLB50513564,Vinil Creedence Clearwater Revival Bayou Country LP Remastered 2025 Laranja,https://meli.la/2ExL6ZH
https://www.mercadolivre.com.br/vinil-180g-stereophonics-make-em-laugh-make-em-cry-make-em-wait-album/p/MLB49263958,Vinil 180g Stereophonics - Make 'em Laugh Make 'em Cry Make 'em Wait Álbum,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-moby-resound-nyc-2lp-set-importado-moby/p/MLB27611340,Vinil Moby - Resound Nyc (2lp Set) - Importado Moby,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-gigi-perez-at-the-beach-in-every-life-picture-disc-importado/p/MLB60157172,Vinil Gigi Perez At The Beach In Every Life Picture Disc Importado,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/metallica-72-seasons-vinil-edico-limitada-lp-colorido-amarelo-e-preto-exclusivo-walmart/p/MLB27615559,Metallica 72 Seasons Vinil Edição Limitada LP Colorido Amarelo e Preto Exclusivo Walmart,https://meli.la/2YmTdaM
https://www.mercadolivre.com.br/vinil-spin-doctors-face-full-of-cake-lp-album-importado/p/MLB49117802,Vinil Spin Doctors Face Full Of Cake LP Álbum Importado,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/-vinil-d4vd-withered-standard-pure-cloudy-white-importado-vinil-verso-standard/p/MLB50994485,- Vinil D4VD - WITHERED (Standard/ Pure Cloudy White) - Importado- vinil versão standard,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-wando-gloria-a-deus-no-ceu-e-samba-na-terra-lp-amar/p/MLB42892693,Vinil Wando - Glória A Deus No Céu E Samba Na Terra Lp Amar,https://meli.la/1jrqjok
https://www.mercadolivre.com.br/vinil-7-gigi-perez-fable-importado-em-azul-transparente/p/MLB56660651,Vinil 7'' Gigi Perez Fable Importado em Azul Transparente,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-jair-rodrigues-orgulho-de-um-sambista-1973/p/MLB70651023,Vinil Jair Rodrigues - Orgulho De Um Sambista (1973),⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-duplo-the-weeknd-kiss-land-2lp-verso-explicita-hip-hop/p/MLB27624527,Vinil Duplo The Weeknd Kiss Land 2LP Versão Explícita Hip Hop,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-diana-krall-only-trust-your-heart-lp-2024-masterizaco-analogica/p/MLB45004937,Vinil Diana Krall Only Trust Your Heart LP 2024 Masterização Analógica,⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-importado-stevie-wonder-the-definitive-collection-2lp/p/MLB45004290,Vinil Importado Stevie Wonder The Definitive Collection 2LP,https://meli.la/2aKT6Yy
https://www.mercadolivre.com.br/metallica-vinil-metallica-the-598-ep-garage-days-re/p/MLB22729508,Metallica Vinil Metallica - The $5.98 E.p. - Garage Days Re,https://meli.la/26jkERM
https://www.mercadolivre.com.br/vinil-marcus-mumford-self-titled-edico-limitada-vermelha-com-7-exclusivo/p/MLB27612110,"Vinil Marcus Mumford: Self Titled, Edição Limitada Vermelha com 7"" Exclusivo",⚠️ Este URL não é permitido pelo Programa.
https://www.mercadolivre.com.br/vinil-jazz-nana-vasconcelos-saudades-lp-importado-origem-brasil/p/MLB27489634,Vinil Jazz Naná Vasconcelos - Saudades LP Importado Origem Brasil,https://meli.la/1Sg2xB8
https://www.mercadolivre.com.br/vinil-korn-requiem-mass-importado-korn/p/MLB27688791,Vinil Korn - Requiem Mass - Importado Korn,⚠️ Este URL não é permitido pelo Programa.
